Vendor Location,Participant Category,Year Month,Number of Participants Redeemed,Number Vouchers Redeemed,Total Cost Vouchers,Average Cost,Statewide Infant Formula Rebate,Total Cost Vouchers Adjusted,Average Cost Adjusted,State Average Cost Adjusted
ALAMEDA,Non-Breastfeeding Mother,2014-03,"1,687","4,574","$69,835.75",$41.40,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-04,"1,638","4,417","$68,097.51",$41.57,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-05,"1,562","4,172","$64,181.97",$41.09,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-06,"1,584","4,254","$65,509.17",$41.36,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-07,"1,550","4,172","$64,216.13",$41.43,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-08,"1,520","4,131","$63,628.27",$41.86,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-09,"1,592","4,333","$66,761.49",$41.94,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-10,"1,567","4,236","$65,308.09",$41.68,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-11,"1,555","4,177","$65,054.35",$41.84,,,,
ALAMEDA,Non-Breastfeeding Mother,2014-12,"1,548","4,146","$64,808.03",$41.87,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-01,"1,600","4,307","$67,601.72",$42.25,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-02,"1,572","4,267","$66,831.40",$42.51,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-03,"1,498","4,008","$61,576.23",$41.11,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-04,"1,446","3,856","$58,258.81",$40.29,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-05,"1,370","3,689","$55,205.11",$40.30,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-06,"1,377","3,638","$54,305.54",$39.44,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-07,"1,357","3,537","$53,231.47",$39.23,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-08,"1,375","3,578","$53,895.82",$39.20,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-09,"1,417","3,826","$57,658.77",$40.69,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-10,"1,422","3,814","$58,489.29",$41.13,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-11,"1,338","3,593","$55,341.31",$41.36,,,,
ALAMEDA,Non-Breastfeeding Mother,2015-12,"1,352","3,657","$56,101.50",$41.50,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-01,"1,402","3,798","$58,485.03",$41.72,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-02,"1,327","3,579","$54,956.39",$41.41,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-03,"1,231","3,339","$50,767.83",$41.24,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-04,"1,258","3,384","$52,956.74",$42.10,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-05,"1,403","3,692","$56,768.66",$40.46,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-06,"1,285","3,426","$51,946.49",$40.43,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-07,"1,228","3,296","$49,715.14",$40.48,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-08,"1,180","3,185","$47,778.62",$40.49,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-09,"1,240","3,335","$49,926.71",$40.26,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-10,"1,257","3,368","$50,456.84",$40.14,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-11,"1,235","3,316","$50,017.11",$40.50,,,,
ALAMEDA,Non-Breastfeeding Mother,2016-12,"1,242","3,352","$50,378.65",$40.56,,,,
ALAMEDA,Prenatal,2010-01,"3,491","12,951","$182,114.24",$52.17,,,,
ALAMEDA,Prenatal,2010-02,"3,537","13,230","$184,059.16",$52.04,,,,
ALAMEDA,Prenatal,2010-03,"3,693","13,624","$189,181.62",$51.23,,,,
ALAMEDA,Prenatal,2010-04,"3,747","13,917","$193,973.05",$51.77,,,,
ALAMEDA,Prenatal,2010-05,"3,664","13,587","$187,521.07",$51.18,,,,
ALAMEDA,Prenatal,2010-06,"3,673","13,583","$187,772.34",$51.12,,,,
ALAMEDA,Prenatal,2010-07,"3,705","13,639","$188,751.23",$50.95,,,,
ALAMEDA,Prenatal,2010-08,"3,724","13,778","$194,209.74",$52.15,,,,
ALAMEDA,Prenatal,2010-09,"3,735","13,859","$198,821.31",$53.23,,,,
ALAMEDA,Prenatal,2010-10,"3,675","13,468","$195,881.53",$53.30,,,,
ALAMEDA,Prenatal,2010-11,"3,605","13,373","$197,003.60",$54.65,,,,
ALAMEDA,Prenatal,2010-12,"3,599","13,278","$197,467.26",$54.87,,,,
ALAMEDA,Prenatal,2011-01,"3,606","13,404","$200,482.58",$55.60,,,,
ALAMEDA,Prenatal,2011-02,"3,578","13,303","$201,698.43",$56.37,,,,
ALAMEDA,Prenatal,2011-03,"3,723","13,728","$210,818.36",$56.63,,,,
ALAMEDA,Prenatal,2011-04,"3,740","13,822","$210,877.01",$56.38,,,,
ALAMEDA,Prenatal,2011-05,"3,749","13,864","$210,845.80",$56.24,,,,
ALAMEDA,Prenatal,2011-06,"3,758","13,932","$213,438.49",$56.80,,,,
ALAMEDA,Prenatal,2011-07,"3,684","13,572","$213,068.00",$57.84,,,,
ALAMEDA,Prenatal,2011-08,"3,668","13,568","$218,407.94",$59.54,,,,
ALAMEDA,Prenatal,2011-09,"3,702","13,675","$219,124.47",$59.19,,,,
ALAMEDA,Prenatal,2011-10,"3,663","13,449","$219,880.04",$60.03,,,,
ALAMEDA,Prenatal,2011-11,"3,592","13,186","$214,715.67",$59.78,,,,
ALAMEDA,Prenatal,2011-12,"3,640","13,292","$214,196.81",$58.85,,,,
ALAMEDA,Prenatal,2012-01,"3,622","13,337","$213,446.17",$58.93,,,,
ALAMEDA,Prenatal,2012-02,"3,671","13,499","$215,800.94",$58.79,,,,
ALAMEDA,Prenatal,2012-03,"3,754","13,763","$220,762.48",$58.81,,,,
ALAMEDA,Prenatal,2012-04,"3,725","13,701","$219,655.35",$58.97,,,,
ALAMEDA,Prenatal,2012-05,"3,850","14,085","$213,471.40",$55.45,,,,
ALAMEDA,Prenatal,2012-06,"3,823","14,082","$203,866.86",$53.33,,,,
ALAMEDA,Prenatal,2012-07,"3,753","13,740","$198,992.17",$53.02,,,,
ALAMEDA,Prenatal,2012-08,"3,722","13,738","$199,792.29",$53.68,,,,
ALAMEDA,Prenatal,2012-09,"3,565","13,123","$191,507.23",$53.72,,,,
ALAMEDA,Prenatal,2012-10,"3,559","12,970","$190,848.28",$53.62,,,,
ALAMEDA,Prenatal,2012-11,"3,396","12,414","$185,176.31",$54.53,,,,
ALAMEDA,Prenatal,2012-12,"3,212","11,722","$175,428.20",$54.62,,,,
ALAMEDA,Prenatal,2013-01,"3,350","12,253","$184,533.36",$55.08,,,,
ALAMEDA,Prenatal,2013-02,"3,294","12,125","$182,916.47",$55.53,,,,
ALAMEDA,Prenatal,2013-03,"3,343","12,277","$184,516.95",$55.20,,,,
ALAMEDA,Prenatal,2013-04,"3,389","12,476","$186,219.69",$54.95,,,,
ALAMEDA,Prenatal,2013-05,"3,536","12,878","$191,849.63",$54.26,,,,
ALAMEDA,Prenatal,2013-06,"3,493","12,800","$189,813.50",$54.34,,,,
ALAMEDA,Prenatal,2013-07,"3,542","12,952","$191,872.27",$54.17,,,,
ALAMEDA,Prenatal,2013-08,"3,428","12,526","$184,476.35",$53.81,,,,
ALAMEDA,Prenatal,2013-09,"3,470","12,619","$186,994.46",$53.89,,,,
ALAMEDA,Prenatal,2013-10,"3,417","12,485","$186,229.20",$54.50,,,,
ALAMEDA,Prenatal,2013-11,"3,221","11,854","$176,887.28",$54.92,,,,
ALAMEDA,Prenatal,2013-12,"3,215","11,767","$175,656.16",$54.64,,,,
ALAMEDA,Prenatal,2014-01,"3,382","12,271","$184,522.08",$54.56,,,,
ALAMEDA,Prenatal,2014-02,"3,543","12,739","$194,519.52",$54.90,,,,
ALAMEDA,Prenatal,2014-03,"3,518","12,706","$194,843.58",$55.38,,,,
ALAMEDA,Prenatal,2014-04,"3,567","12,931","$200,091.39",$56.10,,,,
ALAMEDA,Prenatal,2014-05,"3,390","12,411","$192,527.93",$56.79,,,,
ALAMEDA,Prenatal,2014-06,"3,354","12,338","$191,316.89",$57.04,,,,
ALAMEDA,Prenatal,2014-07,"3,348","12,190","$188,720.45",$56.37,,,,
ALAMEDA,Prenatal,2014-08,"3,305","12,037","$185,618.73",$56.16,,,,
ALAMEDA,Prenatal,2014-09,"3,243","11,858","$183,643.38",$56.63,,,,
ALAMEDA,Prenatal,2014-10,"3,208","11,497","$177,804.41",$55.43,,,,
ALAMEDA,Prenatal,2014-11,"3,031","10,939","$169,716.61",$55.99,,,,
ALAMEDA,Prenatal,2014-12,"2,956","10,595","$163,673.47",$55.37,,,,
ALAMEDA,Prenatal,2015-01,"3,019","10,938","$169,232.86",$56.06,,,,
ALAMEDA,Prenatal,2015-02,"2,926","10,546","$163,653.35",$55.93,,,,
ALAMEDA,Prenatal,2015-03,"2,902","10,476","$160,087.81",$55.16,,,,
ALAMEDA,Prenatal,2015-04,"3,068","11,045","$166,100.98",$54.14,,,,
ALAMEDA,Prenatal,2015-05,"2,981","10,709","$160,636.09",$53.89,,,,
ALAMEDA,Prenatal,2015-06,"3,035","10,910","$163,496.12",$53.87,,,,
ALAMEDA,Prenatal,2015-07,"3,033","10,853","$163,435.95",$53.89,,,,
ALAMEDA,Prenatal,2015-08,"2,921","10,453","$157,563.04",$53.94,,,,
ALAMEDA,Prenatal,2015-09,"2,838","10,320","$156,768.46",$55.24,,,,
ALAMEDA,Prenatal,2015-10,"2,802","10,068","$154,312.94",$55.07,,,,
ALAMEDA,Prenatal,2015-11,"2,644","9,594","$147,505.37",$55.79,,,,
ALAMEDA,Prenatal,2015-12,"2,592","9,372","$143,114.07",$55.21,,,,
ALAMEDA,Prenatal,2016-01,"2,696","9,725","$148,748.46",$55.17,,,,
ALAMEDA,Prenatal,2016-02,"2,691","9,732","$147,630.53",$54.86,,,,
ALAMEDA,Prenatal,2016-03,"2,798","10,151","$153,697.83",$54.93,,,,
ALAMEDA,Prenatal,2016-04,"2,803","10,095","$156,532.96",$55.84,,,,
ALAMEDA,Prenatal,2016-05,"3,075","10,866","$165,494.03",$53.82,,,,
ALAMEDA,Prenatal,2016-06,"2,950","10,510","$158,998.09",$53.90,,,,
ALAMEDA,Prenatal,2016-07,"2,640","9,578","$144,229.04",$54.63,,,,
ALAMEDA,Prenatal,2016-08,"2,620","9,545","$143,442.19",$54.75,,,,
ALAMEDA,Prenatal,2016-09,"2,605","9,494","$143,418.82",$55.06,,,,
ALAMEDA,Prenatal,2016-10,"2,460","8,889","$134,373.89",$54.62,,,,
ALAMEDA,Prenatal,2016-11,"2,276","8,211","$124,205.86",$54.57,,,,
ALAMEDA,Prenatal,2016-12,"2,239","7,985","$121,266.05",$54.16,,,,
AMADOR,Breastfeeding Mother,2010-01,52,216,"$3,018.42",$58.05,,,,
AMADOR,Breastfeeding Mother,2010-02,56,232,"$3,171.70",$56.64,,,,
AMADOR,Breastfeeding Mother,2010-03,57,230,"$3,096.18",$54.32,,,,
AMADOR,Breastfeeding Mother,2010-04,56,217,"$3,017.38",$53.88,,,,
AMADOR,Breastfeeding Mother,2010-05,54,198,"$2,699.83",$50.00,,,,
AMADOR,Breastfeeding Mother,2010-06,54,214,"$2,994.88",$55.46,,,,
AMADOR,Breastfeeding Mother,2010-07,58,215,"$2,932.63",$50.56,,,,
AMADOR,Breastfeeding Mother,2010-08,60,234,"$3,146.62",$52.44,,,,
AMADOR,Breastfeeding Mother,2010-09,58,216,"$2,864.64",$49.39,,,,
AMADOR,Breastfeeding Mother,2010-10,50,200,"$2,626.75",$52.54,,,,
AMADOR,Breastfeeding Mother,2010-11,49,186,"$2,511.81",$51.26,,,,
AMADOR,Breastfeeding Mother,2010-12,41,172,"$2,246.12",$54.78,,,,
AMADOR,Breastfeeding Mother,2011-01,52,190,"$2,561.65",$49.26,,,,
AMADOR,Breastfeeding Mother,2011-02,43,163,"$2,203.52",$51.24,,,,
AMADOR,Breastfeeding Mother,2011-03,44,156,"$2,209.15",$50.21,,,,
AMADOR,Breastfeeding Mother,2011-04,51,171,"$2,485.24",$48.73,,,,
AMADOR,Breastfeeding Mother,2011-05,44,147,"$2,185.27",$49.67,,,,
AMADOR,Breastfeeding Mother,2011-06,49,179,"$2,670.13",$54.49,,,,
AMADOR,Breastfeeding Mother,2011-07,51,189,"$2,712.98",$53.20,,,,
AMADOR,Breastfeeding Mother,2011-08,62,237,"$3,499.67",$56.45,,,,
AMADOR,Breastfeeding Mother,2011-09,72,281,"$4,129.27",$57.35,,,,
AMADOR,Breastfeeding Mother,2011-10,54,215,"$3,133.38",$58.03,,,,
AMADOR,Breastfeeding Mother,2011-11,64,240,"$3,519.59",$54.99,,,,
AMADOR,Breastfeeding Mother,2011-12,67,259,"$3,722.65",$55.56,,,,
AMADOR,Breastfeeding Mother,2012-01,70,270,"$4,020.09",$57.43,,,,
AMADOR,Breastfeeding Mother,2012-02,71,240,"$3,510.67",$49.45,,,,
AMADOR,Breastfeeding Mother,2012-03,66,243,"$3,503.87",$53.09,,,,
AMADOR,Breastfeeding Mother,2012-04,74,286,"$4,046.03",$54.68,,,,
AMADOR,Breastfeeding Mother,2012-05,71,243,"$3,340.41",$47.05,,,,
AMADOR,Breastfeeding Mother,2012-06,70,259,"$3,724.39",$53.21,,,,
AMADOR,Breastfeeding Mother,2012-07,69,255,"$3,635.13",$52.68,,,,
AMADOR,Breastfeeding Mother,2012-08,79,299,"$4,176.09",$52.86,,,,
AMADOR,Breastfeeding Mother,2012-09,82,301,"$4,267.14",$52.04,,,,
AMADOR,Breastfeeding Mother,2012-10,70,266,"$3,855.61",$55.08,,,,
AMADOR,Breastfeeding Mother,2012-11,78,288,"$4,130.39",$52.95,,,,
AMADOR,Breastfeeding Mother,2012-12,73,263,"$3,813.83",$52.24,,,,
AMADOR,Breastfeeding Mother,2013-01,67,260,"$3,817.32",$56.97,,,,
AMADOR,Breastfeeding Mother,2013-02,74,264,"$3,785.06",$51.15,,,,
AMADOR,Breastfeeding Mother,2013-03,71,270,"$3,915.60",$55.15,,,,
AMADOR,Breastfeeding Mother,2013-04,71,274,"$3,961.02",$55.79,,,,
AMADOR,Breastfeeding Mother,2013-05,66,259,"$3,742.57",$56.71,,,,
AMADOR,Breastfeeding Mother,2013-06,64,250,"$3,602.25",$56.29,,,,
AMADOR,Breastfeeding Mother,2013-07,69,250,"$3,511.63",$50.89,,,,
AMADOR,Breastfeeding Mother,2013-08,70,258,"$3,571.45",$51.02,,,,
AMADOR,Breastfeeding Mother,2013-09,71,228,"$3,252.98",$45.82,,,,
AMADOR,Breastfeeding Mother,2013-10,65,223,"$3,229.48",$49.68,,,,
AMADOR,Breastfeeding Mother,2013-11,66,251,"$3,591.08",$54.41,,,,
AMADOR,Breastfeeding Mother,2013-12,63,236,"$3,456.89",$54.87,,,,
AMADOR,Breastfeeding Mother,2014-01,68,248,"$3,650.71",$53.69,,,,
AMADOR,Breastfeeding Mother,2014-02,73,264,"$3,941.09",$53.99,,,,
AMADOR,Breastfeeding Mother,2014-03,79,299,"$4,433.85",$56.12,,,,
AMADOR,Breastfeeding Mother,2014-04,82,271,"$3,998.45",$48.76,,,,
AMADOR,Breastfeeding Mother,2014-05,89,306,"$4,508.89",$50.66,,,,
AMADOR,Breastfeeding Mother,2014-06,81,308,"$4,664.82",$57.59,,,,
AMADOR,Breastfeeding Mother,2014-07,87,325,"$4,921.02",$56.56,,,,
AMADOR,Breastfeeding Mother,2014-08,93,350,"$5,168.18",$55.57,,,,
AMADOR,Breastfeeding Mother,2014-09,84,316,"$4,790.26",$57.03,,,,
AMADOR,Breastfeeding Mother,2014-10,86,313,"$4,781.84",$55.60,,,,
AMADOR,Breastfeeding Mother,2014-11,74,284,"$4,402.77",$59.50,,,,
AMADOR,Breastfeeding Mother,2014-12,82,311,"$4,843.53",$59.07,,,,
AMADOR,Breastfeeding Mother,2015-01,81,301,"$4,701.83",$58.05,,,,
AMADOR,Breastfeeding Mother,2015-02,83,297,"$4,666.14",$56.22,,,,
AMADOR,Breastfeeding Mother,2015-03,72,267,"$4,018.79",$55.82,,,,
AMADOR,Breastfeeding Mother,2015-04,81,312,"$4,708.56",$58.13,,,,
AMADOR,Breastfeeding Mother,2015-05,96,353,"$5,149.55",$53.64,,,,
AMADOR,Breastfeeding Mother,2015-06,101,358,"$5,324.23",$52.72,,,,
AMADOR,Breastfeeding Mother,2015-07,85,315,"$4,748.73",$55.87,,,,
AMADOR,Breastfeeding Mother,2015-08,87,310,"$4,832.34",$55.54,,,,
AMADOR,Breastfeeding Mother,2015-09,86,317,"$4,660.02",$54.19,,,,
AMADOR,Breastfeeding Mother,2015-10,81,306,"$4,565.61",$56.37,,,,
AMADOR,Breastfeeding Mother,2015-11,78,278,"$4,248.11",$54.46,,,,
AMADOR,Breastfeeding Mother,2015-12,66,227,"$3,362.16",$50.94,,,,
AMADOR,Breastfeeding Mother,2016-01,77,292,"$4,373.39",$56.80,,,,
AMADOR,Breastfeeding Mother,2016-02,71,239,"$3,535.61",$49.80,,,,
AMADOR,Breastfeeding Mother,2016-03,71,266,"$3,801.58",$53.54,,,,
AMADOR,Breastfeeding Mother,2016-04,68,262,"$3,775.33",$55.52,,,,
AMADOR,Breastfeeding Mother,2016-05,62,205,"$2,930.99",$47.27,,,,
AMADOR,Breastfeeding Mother,2016-06,71,248,"$3,649.41",$51.40,,,,
AMADOR,Breastfeeding Mother,2016-07,69,271,"$3,875.56",$56.17,,,,
AMADOR,Breastfeeding Mother,2016-08,68,245,"$3,467.76",$51.00,,,,
AMADOR,Breastfeeding Mother,2016-09,78,261,"$3,791.19",$48.61,,,,
AMADOR,Breastfeeding Mother,2016-10,73,280,"$4,069.43",$55.75,,,,
AMADOR,Breastfeeding Mother,2016-11,60,226,"$3,351.40",$55.86,,,,
AMADOR,Breastfeeding Mother,2016-12,68,244,"$3,575.25",$52.58,,,,
AMADOR,Child,2010-01,357,"1,193","$14,022.13",$39.28,,,,
AMADOR,Child,2010-02,332,"1,159","$13,765.16",$41.46,,,,
AMADOR,Child,2010-03,344,"1,165","$13,776.37",$40.05,,,,
AMADOR,Child,2010-04,333,"1,145","$12,957.30",$38.91,,,,
AMADOR,Child,2010-05,347,"1,162","$13,121.46",$37.81,,,,
AMADOR,Child,2010-06,353,"1,183","$13,513.84",$38.28,,,,
AMADOR,Child,2010-07,325,"1,103","$12,913.50",$39.73,,,,
AMADOR,Child,2010-08,367,"1,275","$14,777.42",$40.27,,,,
AMADOR,Child,2010-09,362,"1,217","$14,122.54",$39.01,,,,
AMADOR,Child,2010-10,346,"1,144","$13,356.07",$38.60,,,,
AMADOR,Child,2010-11,314,"1,034","$12,095.18",$38.52,,,,
AMADOR,Child,2010-12,299,981,"$11,757.59",$39.32,,,,
AMADOR,Child,2011-01,321,"1,060","$12,299.70",$38.32,,,,
AMADOR,Child,2011-02,310,"1,058","$12,425.77",$40.08,,,,
AMADOR,Child,2011-03,313,"1,032","$12,592.23",$40.23,,,,
AMADOR,Child,2011-04,314,"1,066","$12,910.42",$41.12,,,,
AMADOR,Child,2011-05,327,"1,104","$13,446.72",$41.12,,,,
AMADOR,Child,2011-06,367,"1,215","$14,820.46",$40.38,,,,
AMADOR,Child,2011-07,370,"1,286","$15,803.09",$42.71,,,,
AMADOR,Child,2011-08,362,"1,210","$15,211.68",$42.02,,,,
AMADOR,Child,2011-09,370,"1,240","$15,254.08",$41.23,,,,
AMADOR,Child,2011-10,351,"1,183","$14,666.49",$41.78,,,,
AMADOR,Child,2011-11,352,"1,201","$15,047.33",$42.75,,,,
AMADOR,Child,2011-12,344,"1,201","$15,029.07",$43.69,,,,
AMADOR,Child,2012-01,348,"1,160","$14,567.20",$41.86,,,,
AMADOR,Child,2012-02,354,"1,187","$14,704.60",$41.54,,,,
AMADOR,Child,2012-03,338,"1,127","$13,935.46",$41.23,,,,
AMADOR,Child,2012-04,356,"1,179","$14,433.42",$40.54,,,,
AMADOR,Child,2012-05,352,"1,151","$13,795.02",$39.19,,,,
AMADOR,Child,2012-06,367,"1,221","$14,692.62",$40.03,,,,
AMADOR,Child,2012-07,348,"1,171","$14,104.26",$40.53,,,,
AMADOR,Child,2012-08,375,"1,205","$14,364.37",$38.30,,,,
AMADOR,Child,2012-09,362,"1,244","$15,232.23",$42.08,,,,
AMADOR,Child,2012-10,361,"1,194","$14,694.63",$40.71,,,,
AMADOR,Child,2012-11,380,"1,253","$15,520.36",$40.84,,,,
AMADOR,Child,2012-12,357,"1,151","$14,479.92",$40.56,,,,
AMADOR,Child,2013-01,372,"1,235","$15,529.96",$41.75,,,,
AMADOR,Child,2013-02,376,"1,250","$15,519.52",$41.28,,,,
AMADOR,Child,2013-03,350,"1,176","$14,393.60",$41.12,,,,
AMADOR,Child,2013-04,369,"1,218","$14,984.66",$40.61,,,,
AMADOR,Child,2013-05,361,"1,193","$14,651.75",$40.59,,,,
AMADOR,Child,2013-06,374,"1,268","$15,566.51",$41.62,,,,
AMADOR,Child,2013-07,387,"1,271","$15,669.59",$40.49,,,,
AMADOR,Child,2013-08,379,"1,271","$15,730.39",$41.50,,,,
AMADOR,Child,2013-09,376,"1,240","$15,140.22",$40.27,,,,
AMADOR,Child,2013-10,383,"1,224","$15,408.11",$40.23,,,,
AMADOR,Child,2013-11,363,"1,170","$14,623.16",$40.28,,,,
AMADOR,Child,2013-12,357,"1,191","$15,052.81",$42.16,,,,
AMADOR,Child,2014-01,359,"1,211","$15,170.26",$42.26,,,,
AMADOR,Child,2014-02,337,"1,122","$14,275.11",$42.36,,,,
AMADOR,Child,2014-03,348,"1,129","$14,417.71",$41.43,,,,
AMADOR,Child,2014-04,377,"1,227","$15,685.17",$41.61,,,,
AMADOR,Child,2014-05,368,"1,219","$15,734.67",$42.76,,,,
AMADOR,Child,2014-06,381,"1,307","$17,137.62",$44.98,,,,
AMADOR,Child,2014-07,395,"1,325","$18,002.42",$45.58,,,,
AMADOR,Child,2014-08,397,"1,343","$18,037.56",$45.43,,,,
AMADOR,Child,2014-09,376,"1,292","$17,434.19",$46.37,,,,
AMADOR,Child,2014-10,380,"1,317","$17,948.99",$47.23,,,,
AMADOR,Child,2014-11,361,"1,230","$16,974.11",$47.02,,,,
AMADOR,Child,2014-12,369,"1,253","$17,109.76",$46.37,,,,
AMADOR,Child,2015-01,396,"1,322","$18,285.57",$46.18,,,,
AMADOR,Child,2015-02,354,"1,203","$16,158.87",$45.65,,,,
AMADOR,Child,2015-03,347,"1,223","$16,162.28",$46.58,,,,
AMADOR,Child,2015-04,372,"1,280","$16,667.02",$44.80,,,,
AMADOR,Child,2015-05,368,"1,252","$16,207.90",$44.04,,,,
AMADOR,Child,2015-06,363,"1,217","$15,990.66",$44.05,,,,
AMADOR,Child,2015-07,356,"1,178","$15,917.58",$44.71,,,,
AMADOR,Child,2015-08,345,"1,169","$15,801.82",$45.80,,,,
AMADOR,Child,2015-09,346,"1,187","$15,931.56",$46.04,,,,
AMADOR,Child,2015-10,382,"1,294","$16,844.41",$44.10,,,,
AMADOR,Child,2015-11,350,"1,212","$16,037.83",$45.82,,,,
AMADOR,Child,2015-12,363,"1,264","$16,537.16",$45.56,,,,
AMADOR,Child,2016-01,387,"1,310","$17,040.60",$44.03,,,,
AMADOR,Child,2016-02,358,"1,212","$15,568.29",$43.49,,,,
AMADOR,Child,2016-03,345,"1,142","$15,022.15",$43.54,,,,
AMADOR,Child,2016-04,370,"1,350","$17,846.86",$48.23,,,,
AMADOR,Child,2016-05,366,"1,211","$15,797.23",$43.16,,,,
AMADOR,Child,2016-06,381,"1,294","$16,905.79",$44.37,,,,
AMADOR,Child,2016-07,354,"1,211","$15,208.18",$42.96,,,,
AMADOR,Child,2016-08,352,"1,208","$15,661.01",$44.49,,,,
AMADOR,Child,2016-09,363,"1,232","$15,791.27",$43.50,,,,
AMADOR,Child,2016-10,370,"1,263","$16,384.13",$44.28,,,,
AMADOR,Child,2016-11,345,"1,113","$14,496.00",$42.02,,,,
AMADOR,Child,2016-12,329,"1,078","$14,204.24",$43.17,,,,
AMADOR,Infant,2010-01,127,532,"$14,446.43",$113.75,,,,
AMADOR,Infant,2010-02,135,532,"$15,295.79",$113.30,,,,
AMADOR,Infant,2010-03,143,561,"$15,943.49",$111.49,,,,
AMADOR,Infant,2010-04,131,402,"$14,802.29",$112.99,,,,
AMADOR,Infant,2010-05,127,321,"$14,593.78",$114.91,,,,
AMADOR,Infant,2010-06,122,302,"$14,128.13",$115.80,,,,
AMADOR,Infant,2010-07,121,323,"$14,536.33",$120.13,,,,
AMADOR,Infant,2010-08,131,353,"$15,478.42",$118.16,,,,
AMADOR,Infant,2010-09,118,325,"$13,364.60",$113.26,,,,
AMADOR,Infant,2010-10,118,326,"$13,230.77",$112.13,,,,
AMADOR,Infant,2010-11,127,331,"$14,352.32",$113.01,,,,
AMADOR,Infant,2010-12,113,306,"$13,240.75",$117.17,,,,
AMADOR,Infant,2011-01,127,352,"$14,583.62",$114.83,,,,
AMADOR,Infant,2011-02,128,362,"$15,097.73",$117.95,,,,
AMADOR,Infant,2011-03,124,356,"$13,398.73",$108.05,,,,
AMADOR,Infant,2011-04,131,380,"$15,526.84",$118.53,,,,
AMADOR,Infant,2011-05,128,380,"$14,787.85",$115.53,,,,
AMADOR,Infant,2011-06,114,321,"$13,119.98",$115.09,,,,
AMADOR,Infant,2011-07,109,311,"$13,082.97",$120.03,,,,
AMADOR,Infant,2011-08,116,302,"$13,269.58",$114.39,,,,
AMADOR,Infant,2011-09,118,333,"$13,652.36",$115.70,,,,
AMADOR,Infant,2011-10,105,292,"$12,374.99",$117.86,,,,
AMADOR,Infant,2011-11,111,300,"$12,732.91",$114.71,,,,
AMADOR,Infant,2011-12,110,298,"$12,183.36",$110.76,,,,
AMADOR,Infant,2012-01,134,366,"$14,967.57",$111.70,,,,
AMADOR,Infant,2012-02,129,362,"$14,229.18",$110.30,,,,
AMADOR,Infant,2012-03,135,377,"$14,545.73",$107.75,,,,
AMADOR,Infant,2012-04,126,364,"$13,632.92",$108.20,,,,
AMADOR,Infant,2012-05,132,350,"$13,625.03",$103.22,,,,
AMADOR,Infant,2012-06,128,332,"$13,352.99",$104.32,,,,
AMADOR,Infant,2012-07,150,384,"$16,212.63",$108.08,,,,
AMADOR,Infant,2012-08,134,368,"$15,016.51",$112.06,,,,
AMADOR,Infant,2012-09,150,416,"$17,183.61",$114.56,,,,
AMADOR,Infant,2012-10,158,410,"$17,959.65",$113.67,,,,
AMADOR,Infant,2012-11,149,398,"$16,033.88",$107.61,,,,
AMADOR,Infant,2012-12,142,400,"$15,924.10",$112.14,,,,
AMADOR,Infant,2013-01,148,424,"$17,609.06",$118.98,,,,
AMADOR,Infant,2013-02,156,449,"$17,823.59",$114.25,,,,
AMADOR,Infant,2013-03,145,421,"$16,963.69",$116.99,,,,
AMADOR,Infant,2013-04,162,473,"$18,407.89",$113.63,,,,
AMADOR,Infant,2013-05,158,454,"$17,773.30",$112.49,,,,
AMADOR,Infant,2013-06,156,457,"$17,543.71",$112.46,,,,
AMADOR,Infant,2013-07,148,428,"$17,263.12",$116.64,,,,
AMADOR,Infant,2013-08,144,412,"$16,371.88",$113.69,,,,
AMADOR,Infant,2013-09,129,356,"$15,078.67",$116.89,,,,
AMADOR,Infant,2013-10,121,320,"$13,836.10",$114.35,,,,
AMADOR,Infant,2013-11,121,346,"$14,513.68",$119.95,,,,
